standard_code,raw_title,canonical_title_expanded,standard_kind,old_canonical_product,new_canonical_product,product_subtype,primary_subject,material,application,function,applies_to_product_families,confidence,evidence,resolution_status,review_required,notes
IS 8718: 1978,VITREOUS ENAMELLED STEELKITCHEN SINKS,,material_standard,,sink,,VITREOUS ENAMELLED STEELKITCHEN SINKS,steel,,,sanitary_fixture,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""scope"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 8727: 1978,VITREOUS  ENAMELLED STEEL WASH–BASINS,"VITREOUS ENAMELLED STEEL WASH–BASINS Note — For test procedures refer to IS 772 : 1973 General requirements for enamelled cast iron sanitary appliances(second revision), and IS 3972. Methods of test for vitreous enamel ware. For detailed information, refer to IS 8727 : 1978 Specification for vitreous enamelled steel wash-basins.",test_method,,,,"VITREOUS ENAMELLED STEEL WASH–BASINS Note — For test procedures refer to IS 772 : 1973 General requirements for enamelled cast iron sanitary appliances(second revision), and IS 3972. Methods of test for vitreous enamel ware. For detailed in",cast iron,,,steel,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_NON_PRODUCT,False,
IS 875 (Part 1): 1987,CODE OF PRACTICE FOR DESIGN  LOADS,,code_of_practice,,,,CODE OF PRACTICE FOR DESIGN LOADS,cast iron,roofing,,thermal_insulation,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_NON_PRODUCT,False,
IS 8760: 1978,MORTICE  SLIDING  DOOR LOCKS,MORTICE SLIDING DOOR LOCKS WITH LEVER MECHANISM,product_standard,,door,,MORTICE SLIDING DOOR LOCKS WITH LEVER MECHANISM,steel,door and window construction,,door_window,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 876: 1992,WOOD POLES  FOR OVER HEAD POWER,WOOD POLES FOR OVER HEAD POWER AND TELECOMMUNICATION LINES,material_standard,,timber,,WOOD POLES FOR OVER HEAD POWER AND TELECOMMUNICATION LINES,timber,,,timber,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 8828: 1996,/IEC 898 (1995) CIRCUIT BREAKERS FOR,/IEC 898 (1995) CIRCUIT BREAKERS FOR OVER CURRENT PROTECTION FOR HOUSEHOLD AND SIMILAR INSTALLATIONS,installation,,,,/IEC 898 (1995) CIRCUIT BREAKERS FOR OVER CURRENT PROTECTION FOR HOUSEHOLD AND SIMILAR INSTALLATIONS,,,,fastener,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_NON_PRODUCT,False,
IS 8887: 2004,BITUMEN EMULSION FOR ROADS,,product_standard,,cement,,BITUMEN EMULSION FOR ROADS,bitumen,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 9106: 1979,RISING BUTT HINGES,,material_standard,,hinge,,RISING BUTT HINGES,cast iron,,,hardware,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 9131: 1979,RIM LOCKS,,material_standard,,door,,RIM LOCKS,steel,,,door_window,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 9142: 1979,ARTIFICIAL LIGHTWEIGHT AGGREGATES FOR,"ARTIFICIAL LIGHTWEIGHT AGGREGATES FOR CONCRETE MASONRY UNITS 1. Scope — Requirements of artificial lightweight aggregates, such as foamed blast furnace slag, bloated",product_standard,,aggregate,,"ARTIFICIAL LIGHTWEIGHT AGGREGATES FOR CONCRETE MASONRY UNITS 1. Scope — Requirements of artificial lightweight aggregates, such as foamed blast furnace slag, bloated",clay,,,concrete_material,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""scope"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 9197: 1979,"EPOXY RESIN, HARDENERS AND EPOXY","EPOXY RESIN, HARDENERS AND EPOXY RESIN COMPOSITIONS FOR FLOOR TOPPING } 2.3 Accelerator — Liquids generally tertiary amines. 2.4 Plasticizers and Non-reactive Diluents —",material_standard,,aggregate,,"EPOXY RESIN, HARDENERS AND EPOXY RESIN COMPOSITIONS FOR FLOOR TOPPING } 2.3 Accelerator — Liquids generally tertiary amines. 2.4 Plasticizers and Non-reactive Diluents —",concrete,flooring,,,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 9394: 1979,STONE LINTELS,STONE LINTELS *Recommendation for dressing of natural building stones,other,,stone,,STONE LINTELS *Recommendation for dressing of natural building stones,,,,stone,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 9537 (Part 1): 1980,CONDUITS FOR ELECTRICAL,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 1 - GENERAL REQUIREMENTS,installation,,,,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 1 - GENERAL REQUIREMENTS,,thermal insulation,,pipe_water_drainage,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_NON_PRODUCT,False,
IS 9537 (Part 3): 1983,CONDUITS FOR ELECTRICAL,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 3 – RIGID PLAIN CONDUITS OF INSULATING MATERIALS,test_method,,,socket,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 3 – RIGID PLAIN CONDUITS OF INSULATING MATERIALS,,thermal insulation,thermal_insulation,electrical; pipe_water_drainage,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""primary_subject"": [""title""], ""product_subtype"": [""scope""]}",RESOLVED_NON_PRODUCT,False,
IS 9537 (Part 4): 1983,CONDUITS FOR ELECTRICAL,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 4 – PLIABLE SELF RECOVERING CONDUITS OF INSULATING MATERIALS Note – For details requirements refer to the standard,test_method,,,,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 4 – PLIABLE SELF RECOVERING CONDUITS OF INSULATING MATERIALS Note – For details requirements refer to the standard,,thermal insulation,thermal_insulation,,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 9537 (Part 5): 2000,CONDUITS FOR ELECTRICAL,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 5 – PLIABLE CONDUITS OF INSULATING MATERIAL 1. Scope – This clause of Part 1 of the Standard is,installation,,,,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 5 – PLIABLE CONDUITS OF INSULATING MATERIAL 1. Scope – This clause of Part 1 of the Standard is,concrete,thermal insulation,thermal_insulation,thermal_insulation,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_NON_PRODUCT,False,
IS 9537 (Part II): 1981,CONDUITS FOR ELECTRICAL WIRING,"CONDUITS FOR ELECTRICAL WIRING PART 2 RIGID STEEL CONDUITS Note 1 – For requirement regarding gauge for checking minimum and maximum outside diameter of conduits, measurement of thickness and screw threads, refer to the standard. Note 2 – For test details and provisions regarding external influences, refer to the standard and IS 9537 (Part 1) : 1980 Conduits",test_method,,,,"CONDUITS FOR ELECTRICAL WIRING PART 2 RIGID STEEL CONDUITS Note 1 – For requirement regarding gauge for checking minimum and maximum outside diameter of conduits, measurement of thickness and screw threads, refer to the standard. Note 2 – F",steel,,structural_fastening,fastener,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""function"": [""title"", ""full_text_summary_heading""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_NON_PRODUCT,False,
IS 9893: 1981,PRECAST CONCRETE BLOCKS FOR,"PRECAST CONCRETE BLOCKS FOR LINTELS AND SILLS Note 1 — For details of material, refer to 3 of the standard. Note 2—",material_standard,,block,,"PRECAST CONCRETE BLOCKS FOR LINTELS AND SILLS Note 1 — For details of material, refer to 3 of the standard. Note 2—",timber,door and window construction,,masonry_unit,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
