query_id,query,positive_standard,positive_title,product,description,style,specificity,source_fields,hard_negative_codes,review_status,review_notes
fcq_is_404_part_1_1993_01,LEAD PIPES – FOR OTHER THAN CHEMICAL PURPOSES standard,IS 404 (Part 1): 1993,LEAD PIPES – FOR OTHER THAN CHEMICAL PURPOSES,pipe,LEAD PIPES – FOR OTHER THAN CHEMICAL PURPOSES,product_only,specific,primary_subject,IS 4985: 2000;IS 3076: 1985;IS 782: 1978;IS 702: 1988,generated_from_metadata,
fcq_is_404_part_1_1993_02,Need the Indian Standard covering LEAD PIPES – FOR OTHER THAN CHEMICAL PURPOSES,IS 404 (Part 1): 1993,LEAD PIPES – FOR OTHER THAN CHEMICAL PURPOSES,pipe,LEAD PIPES – FOR OTHER THAN CHEMICAL PURPOSES,natural_language,specific,title,IS 4985: 2000;IS 3076: 1985;IS 782: 1978;IS 702: 1988,generated_from_metadata,
fcq_is_407_1981_01,BRASS TUBES FORGENERAL PURPOSES standard,IS 407: 1981,BRASS TUBES FORGENERAL PURPOSES,pipe,BRASS TUBES FORGENERAL PURPOSES,product_only,specific,primary_subject,IS 2501: 1995;IS 2678: 1987;IS 2525: 1982;IS 738: 1994,generated_from_metadata,
fcq_is_407_1981_02,Need the Indian Standard covering BRASS TUBES FORGENERAL PURPOSES,IS 407: 1981,BRASS TUBES FORGENERAL PURPOSES,pipe,BRASS TUBES FORGENERAL PURPOSES,natural_language,specific,title,IS 2501: 1995;IS 2678: 1987;IS 2525: 1982;IS 738: 1994,generated_from_metadata,
fcq_is_407_1981_03,casing pipe for BRASS TUBES FORGENERAL PURPOSES,IS 407: 1981,BRASS TUBES FORGENERAL PURPOSES,casing pipe,BRASS TUBES FORGENERAL PURPOSES,alias,general_but_sufficient,product_aliases;primary_subject,IS 2501: 1995;IS 2678: 1987;IS 2525: 1982;IS 738: 1994,generated_from_metadata,
fcq_is_407_1981_04,grp pipe for BRASS TUBES FORGENERAL PURPOSES,IS 407: 1981,BRASS TUBES FORGENERAL PURPOSES,grp pipe,BRASS TUBES FORGENERAL PURPOSES,alias,general_but_sufficient,product_aliases;primary_subject,IS 2501: 1995;IS 2678: 1987;IS 2525: 1982;IS 738: 1994,generated_from_metadata,
fcq_is_407_1981_05,hdpe pipe for BRASS TUBES FORGENERAL PURPOSES,IS 407: 1981,BRASS TUBES FORGENERAL PURPOSES,hdpe pipe,BRASS TUBES FORGENERAL PURPOSES,alias,general_but_sufficient,product_aliases;primary_subject,IS 2501: 1995;IS 2678: 1987;IS 2525: 1982;IS 738: 1994,generated_from_metadata,
fcq_is_4098_1983_01,LIME POZZOLANA MIXTURE standard,IS 4098: 1983,LIME POZZOLANA MIXTURE,cement,LIME POZZOLANA MIXTURE,product_only,specific,primary_subject,IS 10360: 1982;IS 8887: 2004;IS 10772: 1983;IS 2686: 1977,generated_from_metadata,
fcq_is_4098_1983_02,HDPE cement,IS 4098: 1983,LIME POZZOLANA MIXTURE,cement,HDPE construction or composition,product_material,specific,canonical_product;material,IS 10360: 1982;IS 8887: 2004;IS 10772: 1983;IS 2686: 1977,generated_from_metadata,
fcq_is_4098_1983_03,Supply cement meeting Indian Standard requirements for HDPE,IS 4098: 1983,LIME POZZOLANA MIXTURE,cement,HDPE,tender_sentence,specific,canonical_product;material,IS 10360: 1982;IS 8887: 2004;IS 10772: 1983;IS 2686: 1977,generated_from_metadata,
fcq_is_4098_1983_04,Need the Indian Standard covering LIME POZZOLANA MIXTURE,IS 4098: 1983,LIME POZZOLANA MIXTURE,cement,LIME POZZOLANA MIXTURE,natural_language,specific,title,IS 10360: 1982;IS 8887: 2004;IS 10772: 1983;IS 2686: 1977,generated_from_metadata,
fcq_is_4098_1983_05,lime pozzolana mixture for HDPE,IS 4098: 1983,LIME POZZOLANA MIXTURE,lime pozzolana mixture,HDPE,alias,general_but_sufficient,product_aliases;material,IS 10360: 1982;IS 8887: 2004;IS 10772: 1983;IS 2686: 1977,generated_from_metadata,
fcq_is_4098_1983_06,lime-pozzolana concrete for HDPE,IS 4098: 1983,LIME POZZOLANA MIXTURE,lime-pozzolana concrete,HDPE,alias,general_but_sufficient,product_aliases;material,IS 10360: 1982;IS 8887: 2004;IS 10772: 1983;IS 2686: 1977,generated_from_metadata,
fcq_is_4098_1983_07,masonry cement for HDPE,IS 4098: 1983,LIME POZZOLANA MIXTURE,masonry cement,HDPE,alias,general_but_sufficient,product_aliases;material,IS 10360: 1982;IS 8887: 2004;IS 10772: 1983;IS 2686: 1977,generated_from_metadata,
fcq_is_412_1975_01,EXPANDED METAL STEEL SHEETS FOR GENERAL PURPOSES standard,IS 412: 1975,EXPANDED METAL STEEL SHEETS FOR GENERAL PURPOSES,steel sheet,EXPANDED METAL STEEL SHEETS FOR GENERAL PURPOSES,product_only,specific,primary_subject,IS 1079: 1994;IS 277: 2003;IS 2090: 1983;IS 12583: 1988,generated_from_metadata,
fcq_is_412_1975_02,Need the Indian Standard covering EXPANDED METAL STEEL SHEETS FOR GENERAL PURPOSES,IS 412: 1975,EXPANDED METAL STEEL SHEETS FOR GENERAL PURPOSES,steel sheet,EXPANDED METAL STEEL SHEETS FOR GENERAL PURPOSES,natural_language,specific,title,IS 1079: 1994;IS 277: 2003;IS 2090: 1983;IS 12583: 1988,generated_from_metadata,
fcq_is_4139_1989_01,CALCIUM SILICATE BRICKS standard,IS 4139: 1989,CALCIUM SILICATE BRICKS,brick,CALCIUM SILICATE BRICKS,product_only,specific,primary_subject,IS 2180: 1988;IS 1077: 1992;IS 10360: 1982;IS 1478: 1992,generated_from_metadata,
fcq_is_4139_1989_02,Need the Indian Standard covering CALCIUM SILICATE BRICKS,IS 4139: 1989,CALCIUM SILICATE BRICKS,brick,CALCIUM SILICATE BRICKS,natural_language,specific,title,IS 2180: 1988;IS 1077: 1992;IS 10360: 1982;IS 1478: 1992,generated_from_metadata,
fcq_is_4160_1967_01,INTERLOCKING SWITCH SOCKET OUTLET standard,IS 4160: 1967,INTERLOCKING SWITCH SOCKET OUTLET,plug socket,INTERLOCKING SWITCH SOCKET OUTLET,product_only,specific,primary_subject,IS 4615: 1968;IS 6538: 1971;IS 7509: 1993;IS 2086: 1993,generated_from_metadata,
fcq_is_4160_1967_02,Need the Indian Standard covering INTERLOCKING SWITCH SOCKET OUTLET,IS 4160: 1967,INTERLOCKING SWITCH SOCKET OUTLET,plug socket,INTERLOCKING SWITCH SOCKET OUTLET,natural_language,specific,title,IS 4615: 1968;IS 6538: 1971;IS 7509: 1993;IS 2086: 1993,generated_from_metadata,
fcq_is_4270_2001_01,STEEL TUBES USED FOR WATER WELLS standard,IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,pipe,STEEL TUBES USED FOR WATER WELLS,product_only,specific,primary_subject,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12234: 1988;IS 2372: 2004,generated_from_metadata,
fcq_is_4270_2001_02,Need the Indian Standard covering STEEL TUBES USED FOR WATER WELLS,IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,pipe,STEEL TUBES USED FOR WATER WELLS,natural_language,specific,title,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12234: 1988;IS 2372: 2004,generated_from_metadata,
fcq_is_4346_1982_01,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES standard,IS 4346: 1982,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,washer,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,product_only,specific,primary_subject,IS 1711: 1984;IS 5372: 1975;IS 404 (Part 1): 1993;IS 9763: 2000,generated_from_metadata,
fcq_is_4346_1982_02,rubber washer,IS 4346: 1982,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,washer,rubber construction or composition,product_material,specific,canonical_product;material,IS 1711: 1984;IS 5372: 1975;IS 404 (Part 1): 1993;IS 9763: 2000,generated_from_metadata,
fcq_is_4346_1982_03,washer for potable water supply,IS 4346: 1982,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,washer,for potable water supply,product_application,specific,canonical_product;application,IS 1711: 1984;IS 5372: 1975;IS 404 (Part 1): 1993;IS 9763: 2000,generated_from_metadata,
fcq_is_4346_1982_04,rubber washer for potable water supply,IS 4346: 1982,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,washer,rubber product for potable water supply,material_application,specific,canonical_product;material;application,IS 1711: 1984;IS 5372: 1975;IS 404 (Part 1): 1993;IS 9763: 2000,generated_from_metadata,
fcq_is_4346_1982_05,Supply washer meeting Indian Standard requirements for potable water supply; rubber,IS 4346: 1982,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,washer,potable water supply; rubber,tender_sentence,specific,canonical_product;application;material,IS 1711: 1984;IS 5372: 1975;IS 404 (Part 1): 1993;IS 9763: 2000,generated_from_metadata,
fcq_is_4346_1982_06,Need the Indian Standard covering WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,IS 4346: 1982,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,washer,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,natural_language,specific,title,IS 1711: 1984;IS 5372: 1975;IS 404 (Part 1): 1993;IS 9763: 2000,generated_from_metadata,
fcq_is_4346_1982_07,"washer, potable water supply",IS 4346: 1982,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,washer,potable water supply,boq_short,general_but_sufficient,canonical_product;application,IS 1711: 1984;IS 5372: 1975;IS 404 (Part 1): 1993;IS 9763: 2000,generated_from_metadata,
fcq_is_4346_1982_08,plain washer for potable water supply,IS 4346: 1982,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,plain washer,potable water supply,alias,general_but_sufficient,product_aliases;application,IS 1711: 1984;IS 5372: 1975;IS 404 (Part 1): 1993;IS 9763: 2000,generated_from_metadata,
fcq_is_4346_1982_09,washers for potable water supply,IS 4346: 1982,WASHERS FOR USE WITH FITTINGS FOR WATER SERVICES,washers,potable water supply,alias,general_but_sufficient,product_aliases;application,IS 1711: 1984;IS 5372: 1975;IS 404 (Part 1): 1993;IS 9763: 2000,generated_from_metadata,
fcq_is_4350_1967_01,CONCRETE POROUS PIPES FOR UNDER DRAINAGE 2.4.1 Deviation from straightness — Not to exceed 3 mm per metre run standard,IS 4350: 1967,CONCRETE POROUS PIPES FOR UNDER DRAINAGE 2.4.1 Deviation from straightness — Not to exceed 3 mm per metre run.,pipe,CONCRETE POROUS PIPES FOR UNDER DRAINAGE 2.4.1 Deviation from straightness — Not to exceed 3 mm per metre run,product_only,specific,primary_subject,IS 784: 2001;IS 12820: 2004;IS 5961: 1970;IS 12709: 1994,generated_from_metadata,
fcq_is_4350_1967_02,concrete pipe,IS 4350: 1967,CONCRETE POROUS PIPES FOR UNDER DRAINAGE 2.4.1 Deviation from straightness — Not to exceed 3 mm per metre run.,pipe,concrete construction or composition,product_material,specific,canonical_product;material,IS 784: 2001;IS 12820: 2004;IS 5961: 1970;IS 12709: 1994,generated_from_metadata,
fcq_is_4350_1967_03,concrete pipe for sewerage,IS 4350: 1967,CONCRETE POROUS PIPES FOR UNDER DRAINAGE 2.4.1 Deviation from straightness — Not to exceed 3 mm per metre run.,pipe,concrete product for sewerage,material_application,specific,canonical_product;material;application,IS 784: 2001;IS 12820: 2004;IS 5961: 1970;IS 12709: 1994,generated_from_metadata,
fcq_is_4350_1967_04,Supply pipe meeting Indian Standard requirements for sewerage; concrete,IS 4350: 1967,CONCRETE POROUS PIPES FOR UNDER DRAINAGE 2.4.1 Deviation from straightness — Not to exceed 3 mm per metre run.,pipe,sewerage; concrete,tender_sentence,specific,canonical_product;application;material,IS 784: 2001;IS 12820: 2004;IS 5961: 1970;IS 12709: 1994,generated_from_metadata,
fcq_is_4350_1967_05,Need the Indian Standard covering CONCRETE POROUS PIPES FOR UNDER DRAINAGE 2.4.1 Deviation from straightness — Not to exceed 3 mm per metre run.,IS 4350: 1967,CONCRETE POROUS PIPES FOR UNDER DRAINAGE 2.4.1 Deviation from straightness — Not to exceed 3 mm per metre run.,pipe,CONCRETE POROUS PIPES FOR UNDER DRAINAGE 2.4.1 Deviation from straightness — Not to exceed 3 mm per metre run.,natural_language,specific,title,IS 784: 2001;IS 12820: 2004;IS 5961: 1970;IS 12709: 1994,generated_from_metadata,
fcq_is_4351_2003_01,steel door standard,IS 4351: 2003,STEEL DOOR FRAMES,door,steel door,product_only,specific,product_subtype,IS 7196: 1974;IS 3828: 1966;IS 1019: 1974;IS 10090: 1982,generated_from_metadata,
fcq_is_4351_2003_02,Need the Indian Standard covering STEEL DOOR FRAMES,IS 4351: 2003,STEEL DOOR FRAMES,door,STEEL DOOR FRAMES,natural_language,specific,title,IS 7196: 1974;IS 3828: 1966;IS 1019: 1974;IS 10090: 1982,generated_from_metadata,
fcq_is_4457_1982_01,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES standard,IS 4457: 1982,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,tile,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,product_only,specific,primary_subject,IS 1478: 1992;IS 2690 (Part 1): 1993;IS 3818: 1992;IS 2690 (Part 2): 1992,generated_from_metadata,
fcq_is_4457_1982_02,Need the Indian Standard covering CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,IS 4457: 1982,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,tile,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,natural_language,specific,title,IS 1478: 1992;IS 2690 (Part 1): 1993;IS 3818: 1992;IS 2690 (Part 2): 1992,generated_from_metadata,
fcq_is_4457_1982_03,clay roofing country tile for CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,IS 4457: 1982,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,clay roofing country tile,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,alias,general_but_sufficient,product_aliases;primary_subject,IS 1478: 1992;IS 2690 (Part 1): 1993;IS 3818: 1992;IS 2690 (Part 2): 1992,generated_from_metadata,
fcq_is_4457_1982_04,flooring tile for CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,IS 4457: 1982,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,flooring tile,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,alias,general_but_sufficient,product_aliases;primary_subject,IS 1478: 1992;IS 2690 (Part 1): 1993;IS 3818: 1992;IS 2690 (Part 2): 1992,generated_from_metadata,
fcq_is_4457_1982_05,hollow clay tile for CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,IS 4457: 1982,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,hollow clay tile,CERAMIC UNGLAZED VITREOUS ACID RESISTING TILES,alias,general_but_sufficient,product_aliases;primary_subject,IS 1478: 1992;IS 2690 (Part 1): 1993;IS 3818: 1992;IS 2690 (Part 2): 1992,generated_from_metadata,
fcq_is_452_1973_01,DOOR SPRING RAT- TAIL TYPE standard,IS 452: 1973,DOOR SPRING RAT- TAIL TYPE,door,DOOR SPRING RAT- TAIL TYPE,product_only,specific,primary_subject,IS 281: 1991;IS 208: 1996;IS 453: 1993;IS 773: 1988,generated_from_metadata,
fcq_is_452_1973_02,Need the Indian Standard covering DOOR SPRING RAT- TAIL TYPE,IS 452: 1973,DOOR SPRING RAT- TAIL TYPE,door,DOOR SPRING RAT- TAIL TYPE,natural_language,specific,title,IS 281: 1991;IS 208: 1996;IS 453: 1993;IS 773: 1988,generated_from_metadata,
fcq_is_453_1993_01,DOUBLE-ACTING SPRING HINGES standard,IS 453: 1993,DOUBLE-ACTING SPRING HINGES,hinge,DOUBLE-ACTING SPRING HINGES,product_only,specific,primary_subject,IS 1019: 1974;IS 1341: 1992;IS 452: 1973;IS 773: 1988,generated_from_metadata,
fcq_is_453_1993_02,hinge for door and window construction,IS 453: 1993,DOUBLE-ACTING SPRING HINGES,hinge,for door and window construction,product_application,specific,canonical_product;application,IS 1019: 1974;IS 1341: 1992;IS 452: 1973;IS 773: 1988,generated_from_metadata,
fcq_is_453_1993_03,steel hinge for door and window construction,IS 453: 1993,DOUBLE-ACTING SPRING HINGES,hinge,steel product for door and window construction,material_application,specific,canonical_product;material;application,IS 1019: 1974;IS 1341: 1992;IS 452: 1973;IS 773: 1988,generated_from_metadata,
fcq_is_453_1993_04,Supply hinge meeting Indian Standard requirements for door and window construction; steel,IS 453: 1993,DOUBLE-ACTING SPRING HINGES,hinge,door and window construction; steel,tender_sentence,specific,canonical_product;application;material,IS 1019: 1974;IS 1341: 1992;IS 452: 1973;IS 773: 1988,generated_from_metadata,
fcq_is_453_1993_05,Need the Indian Standard covering DOUBLE-ACTING SPRING HINGES,IS 453: 1993,DOUBLE-ACTING SPRING HINGES,hinge,DOUBLE-ACTING SPRING HINGES,natural_language,specific,title,IS 1019: 1974;IS 1341: 1992;IS 452: 1973;IS 773: 1988,generated_from_metadata,
fcq_is_453_1993_06,"hinge, door and window construction",IS 453: 1993,DOUBLE-ACTING SPRING HINGES,hinge,door and window construction,boq_short,general_but_sufficient,canonical_product;application,IS 1019: 1974;IS 1341: 1992;IS 452: 1973;IS 773: 1988,generated_from_metadata,
fcq_is_453_1993_07,butt hinge for door and window construction,IS 453: 1993,DOUBLE-ACTING SPRING HINGES,butt hinge,door and window construction,alias,general_but_sufficient,product_aliases;application,IS 1019: 1974;IS 1341: 1992;IS 452: 1973;IS 773: 1988,generated_from_metadata,
fcq_is_453_1993_08,butt hinges for door and window construction,IS 453: 1993,DOUBLE-ACTING SPRING HINGES,butt hinges,door and window construction,alias,general_but_sufficient,product_aliases;application,IS 1019: 1974;IS 1341: 1992;IS 452: 1973;IS 773: 1988,generated_from_metadata,
fcq_is_453_1993_09,hinges for door and window construction,IS 453: 1993,DOUBLE-ACTING SPRING HINGES,hinges,door and window construction,alias,general_but_sufficient,product_aliases;application,IS 1019: 1974;IS 1341: 1992;IS 452: 1973;IS 773: 1988,generated_from_metadata,
fcq_is_455_1989_01,PORTLAND SLAG CEMENT standard,IS 455: 1989,PORTLAND SLAG CEMENT,cement,PORTLAND SLAG CEMENT,product_only,specific,primary_subject,IS 269: 1989;IS 1489 (Part 1): 1991;IS 5820: 1970;IS 702: 1988,generated_from_metadata,
fcq_is_455_1989_02,Need the Indian Standard covering PORTLAND SLAG CEMENT,IS 455: 1989,PORTLAND SLAG CEMENT,cement,PORTLAND SLAG CEMENT,natural_language,specific,title,IS 269: 1989;IS 1489 (Part 1): 1991;IS 5820: 1970;IS 702: 1988,generated_from_metadata,
fcq_is_458_2003_01,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION standard,IS 458: 2003,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,pipe,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,product_only,specific,primary_subject,IS 7319: 1974;IS 14182: 1994;IS 2692: 1989;IS 8112: 1989,generated_from_metadata,
fcq_is_458_2003_02,rubber pipe,IS 458: 2003,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,pipe,rubber construction or composition,product_material,specific,canonical_product;material,IS 7319: 1974;IS 14182: 1994;IS 2692: 1989;IS 8112: 1989,generated_from_metadata,
fcq_is_458_2003_03,Supply pipe meeting Indian Standard requirements for rubber,IS 458: 2003,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,pipe,rubber,tender_sentence,specific,canonical_product;material,IS 7319: 1974;IS 14182: 1994;IS 2692: 1989;IS 8112: 1989,generated_from_metadata,
fcq_is_458_2003_04,Need the Indian Standard covering PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,IS 458: 2003,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,pipe,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,natural_language,specific,title,IS 7319: 1974;IS 14182: 1994;IS 2692: 1989;IS 8112: 1989,generated_from_metadata,
fcq_is_458_2003_05,casing pipe for rubber,IS 458: 2003,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,casing pipe,rubber,alias,general_but_sufficient,product_aliases;material,IS 7319: 1974;IS 14182: 1994;IS 2692: 1989;IS 8112: 1989,generated_from_metadata,
fcq_is_458_2003_06,grp pipe for rubber,IS 458: 2003,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,grp pipe,rubber,alias,general_but_sufficient,product_aliases;material,IS 7319: 1974;IS 14182: 1994;IS 2692: 1989;IS 8112: 1989,generated_from_metadata,
fcq_is_458_2003_07,hdpe pipe for rubber,IS 458: 2003,PRECAST CONCRETE PIPES (WITH AND WITHOUT REINFORCEMENT) – SPECIFICATION,hdpe pipe,rubber,alias,general_but_sufficient,product_aliases;material,IS 7319: 1974;IS 14182: 1994;IS 2692: 1989;IS 8112: 1989,generated_from_metadata,
fcq_is_459_1992_01,CORRUGATED AND SEMI-CORRUGATED ASBESTOS CEMENT SHEETS standard,IS 459: 1992,CORRUGATED AND SEMI-CORRUGATED ASBESTOS CEMENT SHEETS,cement,CORRUGATED AND SEMI-CORRUGATED ASBESTOS CEMENT SHEETS,product_only,specific,primary_subject,IS 13008: 1990;IS 1237: 1980;IS 15476: 2004;IS 8042: 1989,generated_from_metadata,
fcq_is_459_1992_02,Need the Indian Standard covering CORRUGATED AND SEMI-CORRUGATED ASBESTOS CEMENT SHEETS,IS 459: 1992,CORRUGATED AND SEMI-CORRUGATED ASBESTOS CEMENT SHEETS,cement,CORRUGATED AND SEMI-CORRUGATED ASBESTOS CEMENT SHEETS,natural_language,specific,title,IS 13008: 1990;IS 1237: 1980;IS 15476: 2004;IS 8042: 1989,generated_from_metadata,
fcq_is_459_1992_03,lime pozzolana mixture for CORRUGATED AND SEMI-CORRUGATED ASBESTOS CEMENT SHEETS,IS 459: 1992,CORRUGATED AND SEMI-CORRUGATED ASBESTOS CEMENT SHEETS,lime pozzolana mixture,CORRUGATED AND SEMI-CORRUGATED ASBESTOS CEMENT SHEETS,alias,general_but_sufficient,product_aliases;primary_subject,IS 13008: 1990;IS 1237: 1980;IS 15476: 2004;IS 8042: 1989,generated_from_metadata,
